sector,price,super_area,bedrooms,bathroom,balcony,age_possession,servant_room,luxury_category,parking,building_type
sector 65,12.45,5160.0,4,4,3+,1 to 5 year old,1,medium,3,high-rise
sector 79,2.6,2150.0,3,4,3+,0 to 1 year old,1,high,1,mid-rise
sector 102,3.2,2400.0,4,4,3+,0 to 1 year old,0,medium,2,high-rise
sector 66,3.9,2410.0,4,5,3,0 to 1 year old,1,medium,4,mid-rise
sector 109,3.0,2100.0,3,4,2,0 to 1 year old,1,medium,1,mid-rise
sohna,2.2,2122.0,3,4,3+,0 to 1 year old,1,high,1,mid-rise
sector 68,1.85,1584.0,2,2,3+,1 to 5 year old,0,high,2,mid-rise
sector 68,2.35,1746.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 65,3.4,1828.0,3,3,3,0 to 1 year old,0,high,1,high-rise
sector 65,15.9,6171.0,4,4,3+,1 to 5 year old,1,high,3,high-rise
sector 66,4.25,2410.0,4,5,3+,1 to 5 year old,1,medium,2,mid-rise
sector 54,14.25,4200.0,4,4,3,5 to 10 year old,1,medium,3,high-rise
chakkarpur,4.1,3200.0,4,4,3+,10+ year old,0,medium,2,mid-rise
dlf phase 5,8.5,2575.0,4,4,3,1 to 5 year old,1,medium,2,mid-rise
sector 65,6.1,2979.0,3,3,3,5 to 10 year old,0,medium,2,high-rise
dlf phase 5,12.5,3979.0,4,4,2,5 to 10 year old,1,medium,3,mid-rise
sector 72,5.5,3300.0,4,5,3,5 to 10 year old,1,high,2,high-rise
sector 58,7.85,2864.0,4,5,3+,5 to 10 year old,1,high,2,high-rise
sector 106,1.95,1875.0,2,2,3,0 to 1 year old,0,medium,0,high-rise
sector 82a,3.3,1799.0,3,3,3+,1 to 5 year old,0,high,1,high-rise
sector 82,1.75,1390.0,3,4,3,1 to 5 year old,0,high,1,low-rise
sector 68,1.6,1245.0,2,2,3,1 to 5 year old,0,medium,1,high-rise
sector 108,3.48,1711.0,3,3,2,1 to 5 year old,0,high,1,mid-rise
sector 108,3.4,1711.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 68,1.69,1483.0,3,2,3,0 to 1 year old,0,medium,2,high-rise
sector-33 sohna,3.6,2600.0,4,4,3,1 to 5 year old,1,medium,2,mid-rise
sector-33 sohna,2.6,1789.0,3,3,3,0 to 1 year old,0,high,1,mid-rise
sector 68,1.76,1483.0,3,2,3,0 to 1 year old,0,medium,2,high-rise
sector 68,2.55,1999.0,3,4,3+,0 to 1 year old,1,medium,2,high-rise
sohna,1.7,1527.0,3,3,2,1 to 5 year old,0,medium,1,mid-rise
sector 68,1.5,1245.0,2,2,3,0 to 1 year old,0,high,1,high-rise
tikri,3.78,1418.0,2,2,3,5 to 10 year old,0,medium,2,mid-rise
sector 60,3.9,2403.0,3,3,3,1 to 5 year old,1,high,2,high-rise
sohna,1.2,1512.5,3,2,3,1 to 5 year old,0,medium,1,low-rise
nirvana country,4.4,2605.0,3,3,3,5 to 10 year old,1,high,2,mid-rise
sector 57,3.33,2293.0,3,4,3+,5 to 10 year old,1,high,2,mid-rise
sector 65,2.8,1892.5,2,2,3,0 to 1 year old,0,high,2,high-rise
sector 65,3.75,2054.0,3,4,2,0 to 1 year old,1,medium,2,high-rise
sector 82,1.5,1430.0,2,2,2,1 to 5 year old,0,high,2,mid-rise
sector 82,1.39,1300.0,2,2,2,1 to 5 year old,0,high,2,mid-rise
sector 82,1.55,1430.0,2,2,2,1 to 5 year old,0,high,2,mid-rise
sector 82,2.15,1880.0,3,3,3,1 to 5 year old,0,high,2,mid-rise
sector 82,2.29,2160.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 67a,2.55,1920.0,3,4,2,1 to 5 year old,1,medium,2,mid-rise
sector 99,2.07,2150.0,3,3,1,1 to 5 year old,1,high,2,mid-rise
sector 99,1.82,1970.0,3,4,2,1 to 5 year old,1,high,2,mid-rise
sector 99,1.82,1970.0,3,4,2,1 to 5 year old,1,high,2,mid-rise
sohna,1.32,1457.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 67a,2.35,1727.0,3,3,2,1 to 5 year old,0,high,2,mid-rise
sector 57,3.7,2587.0,3,4,3+,5 to 10 year old,1,high,2,mid-rise
sector 106,3.18,2002.0,3,4,3+,0 to 1 year old,0,medium,2,high-rise
sector 106,3.19,2002.0,3,4,3+,0 to 1 year old,0,medium,2,high-rise
sector 102,2.5,2025.0,3,4,1,1 to 5 year old,1,medium,2,mid-rise
sector 110,4.78,3400.0,4,5,3,1 to 5 year old,1,medium,2,mid-rise
nawada fatehpur,2.3,1930.0,3,3,1,1 to 5 year old,0,high,2,mid-rise
sector 91,2.15,1862.0,3,3,2,1 to 5 year old,0,medium,2,mid-rise
sector 66,8.0,5269.62,5,5,3+,1 to 5 year old,1,high,0,mid-rise
sector 67,5.95,3200.0,4,4,2,5 to 10 year old,1,high,2,mid-rise
sector 109,2.59,1955.0,3,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 109,2.9,2100.0,3,4,3,1 to 5 year old,1,medium,2,mid-rise
sector 104,3.79,3150.0,4,4,3+,1 to 5 year old,1,high,2,high-rise
sector 104,2.5,2290.0,3,3,3+,1 to 5 year old,1,high,2,high-rise
sector 109,2.4,2150.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 106,1.69,1760.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 109,3.2,2375.0,3,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 102,5.9,4548.0,4,4,3+,1 to 5 year old,1,medium,4,high-rise
sector 109,2.06,1750.0,3,3,3+,1 to 5 year old,0,medium,2,high-rise
sector 102,2.5,1827.0,3,3,3+,1 to 5 year old,0,high,2,high-rise
sector 66,4.2,3044.0,4,4,3,1 to 5 year old,1,medium,2,mid-rise
sector 83,2.4,2442.4,3,3,3,5 to 10 year old,1,high,2,mid-rise
sector 56,3.25,3763.0,3,3,3+,10+ year old,1,medium,2,mid-rise
sector 69,2.37,1704.0,3,3,3+,0 to 1 year old,0,medium,1,high-rise
sector 66,2.8,1920.0,3,4,3,1 to 5 year old,1,high,1,mid-rise
sector 70a,0.67,887.5,2,2,2,1 to 5 year old,0,medium,3,mid-rise
sector 70a,0.68,836.0,2,2,1,1 to 5 year old,0,medium,0,mid-rise
nirvana country,4.8,2605.0,3,3,3,5 to 10 year old,1,high,3,mid-rise
sector 57,3.35,2293.0,3,4,3+,5 to 10 year old,1,high,2,mid-rise
sector 84,1.45,1725.0,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 86,2.2,1930.0,3,3,1,1 to 5 year old,0,medium,2,mid-rise
sector 86,1.94,1930.0,3,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 90,1.96,1755.0,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 90,2.0,1930.0,3,3,3+,1 to 5 year old,1,medium,1,mid-rise
sector 86,2.0,1930.0,3,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 91,1.96,2232.0553999999997,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 91,1.4,1993.68,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 91,2.95,2724.0,4,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 91,1.9,1862.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 85,1.8,1640.0,2,2,3+,1 to 5 year old,0,medium,1,high-rise
sector 107,1.49,1534.0,2,2,3+,1 to 5 year old,0,high,1,mid-rise
sector 111,4.6,2950.0,4,5,3+,1 to 5 year old,1,medium,2,mid-rise
sector 102,1.88,1650.0,3,4,3,1 to 5 year old,1,high,1,mid-rise
sector 99a,2.55,1997.0,3,5,3,1 to 5 year old,1,high,1,mid-rise
sector 99a,1.95,1300.72,2,2,3,1 to 5 year old,0,high,2,mid-rise
sector 68,1.98,1483.0,3,2,3,1 to 5 year old,0,medium,1,high-rise
sector 99,2.48,2365.0,4,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 99,2.54,2425.0,4,4,1,1 to 5 year old,1,high,2,mid-rise
sector 84,1.65,1534.0,2,2,3+,1 to 5 year old,0,medium,1,high-rise
sector 99,2.38,2365.0,4,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 37d,2.15,1811.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 81,1.82,2225.0,4,5,3,5 to 10 year old,1,medium,1,mid-rise
sohna,1.8,1730.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 86,2.3,1929.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 72a,6.25,4062.5,4,4,3+,0 to 1 year old,1,high,2,low-rise
sector 37d,1.86,1640.0,3,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 92,1.2,1326.0,3,2,2,1 to 5 year old,0,medium,1,mid-rise
chakkarpur,4.1,3200.0,4,4,3+,10+ year old,0,medium,1,mid-rise
sector 60,2.86,1583.0,2,2,2,1 to 5 year old,0,medium,1,high-rise
sector 59,5.05,2295.0,3,3,3+,0 to 1 year old,0,high,1,high-rise
sector 67,6.2,3154.0,4,4,3+,5 to 10 year old,1,medium,2,mid-rise
sohna,1.82,1730.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 59,6.49,3684.9,3,4,2,1 to 5 year old,1,medium,0,high-rise
sector 60,2.9,1365.0,2,2,2,5 to 10 year old,0,high,1,high-rise
sector 103,1.55,1481.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 104,3.35,2450.0,3,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 102,1.82,1650.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 103,2.8,2875.0,4,6,3+,1 to 5 year old,1,medium,2,mid-rise
sector 104,3.75,3150.0,4,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 107,1.73,1943.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 95,0.36,519.8335999999999,1,1,1,1 to 5 year old,0,medium,0,mid-rise
sector 102,1.95,1650.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 56,2.22,2147.0,2,3,3,10+ year old,0,medium,2,mid-rise
sector 104,2.65,2290.0,3,4,3+,5 to 10 year old,1,medium,2,high-rise
sector 42,8.25,2755.0,3,4,3+,10+ year old,1,medium,0,mid-rise
sector-33 sohna,3.85,2600.0,4,4,3+,1 to 5 year old,1,high,2,mid-rise
sector 37d,1.18,1310.0,2,2,3,5 to 10 year old,0,medium,1,mid-rise
sector 92,2.25,2120.0,3,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 37c,1.3,1578.0,2,3,3+,0 to 1 year old,0,medium,2,high-rise
sector 102,2.38,1669.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 67,6.0,3337.0,3,3,3,5 to 10 year old,1,high,3,mid-rise
sector 99,3.95,3360.0,4,4,3+,0 to 1 year old,1,high,2,mid-rise
sector 81,5.2,4200.0,4,6,3,1 to 5 year old,1,high,3,high-rise
sector 88b,1.5,1350.0,2,2,3,1 to 5 year old,1,high,1,low-rise
sector 79,2.5,1960.0,3,4,2,1 to 5 year old,1,medium,1,high-rise
sector 79,2.3,1815.0,3,4,3,1 to 5 year old,1,high,1,high-rise
sector 79,1.79,1490.0,3,3,3,1 to 5 year old,0,high,1,high-rise
sector 65,3.95,2414.0,4,4,3,5 to 10 year old,0,medium,2,mid-rise
sector 65,3.25,2343.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 112,6.05,3725.0,3,5,2,1 to 5 year old,1,medium,3,high-rise
sector 104,2.35,1700.0,2,3,3,1 to 5 year old,1,medium,1,high-rise
sector 108,1.85,1758.0,3,2,3,1 to 5 year old,1,medium,1,mid-rise
sector 104,2.0,1550.0,2,2,2,1 to 5 year old,0,medium,1,high-rise
sector 111,2.99,1700.0,3,3,1,1 to 5 year old,0,medium,1,mid-rise
sector 108,3.25,1711.0,3,3,2,1 to 5 year old,0,medium,0,high-rise
sector 68,1.52,1245.0,2,2,3,0 to 1 year old,0,medium,1,high-rise
sector 106,2.78,2318.75,3,3,3,0 to 1 year old,0,medium,2,high-rise
sector 67a,2.05,1484.0,2,2,3,1 to 5 year old,0,high,1,mid-rise
sector 37d,2.65,2191.0,4,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 82,1.95,1790.0,3,4,3,1 to 5 year old,1,high,1,mid-rise
sector 28,3.75,2750.0,5,4,3+,10+ year old,1,medium,1,mid-rise
sector 102,3.8,3198.0,4,4,3+,1 to 5 year old,1,high,1,high-rise
sector 70a,3.45,2150.0,3,3,3,0 to 1 year old,0,high,4,high-rise
sector 62,3.99,1996.0,3,3,3+,1 to 5 year old,1,high,1,mid-rise
sector 62,3.99,1996.0,3,3,3,1 to 5 year old,1,high,2,high-rise
sector 59,5.14,2095.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 84,3.4,3434.0,4,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 58,5.25,2164.0,3,4,1,1 to 5 year old,1,medium,2,high-rise
sector 58,5.2,2164.0,3,4,3,1 to 5 year old,1,medium,2,high-rise
sector 67,3.2,1935.0,3,3,3+,5 to 10 year old,1,high,1,mid-rise
sector 104,2.45,1700.0,2,3,3,1 to 5 year old,1,medium,2,high-rise
sector 106,0.95,1000.0,2,2,2,1 to 5 year old,0,medium,2,low-rise
sector 85,3.5,2599.0,4,4,3+,0 to 1 year old,1,high,2,high-rise
sector 77,1.85,1575.0,3,3,3,5 to 10 year old,1,medium,1,mid-rise
sector 85,2.9,2129.0,3,3,3+,0 to 1 year old,1,high,2,high-rise
sector 106,3.5,2352.080048,4,5,3+,0 to 1 year old,1,medium,2,high-rise
sector 65,11.5,5219.0,4,4,3+,0 to 1 year old,1,high,2,high-rise
sector 67,4.6,2427.0,3,4,3,1 to 5 year old,1,high,2,mid-rise
sohna,1.47,1730.0,3,2,3+,1 to 5 year old,1,high,2,mid-rise
sohna,1.15,1210.0,2,2,3+,1 to 5 year old,0,high,2,mid-rise
sohna,1.17,1269.0,2,2,3+,1 to 5 year old,1,high,2,mid-rise
sohna,1.13,1264.0,2,2,3,1 to 5 year old,1,high,2,mid-rise
sector 67a,0.76,852.0,2,2,3+,1 to 5 year old,1,high,1,mid-rise
sector 67a,0.755,839.2199999999999,2,2,3+,1 to 5 year old,0,high,2,mid-rise
sector 79,3.08,2125.0,3,3,3+,under construction,0,medium,0,high-rise
sector 92,1.05,1569.1,2,2,2,0 to 1 year old,0,medium,1,low-rise
sector 111,1.75,1478.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 102,2.39,2025.0,3,4,3,1 to 5 year old,1,medium,1,mid-rise
sector 102,2.39,2000.0,3,4,3,1 to 5 year old,1,medium,1,mid-rise
sector 108,1.85,1758.0,3,3,3+,1 to 5 year old,1,medium,1,mid-rise
sector 109,3.8,3150.0,4,5,3+,1 to 5 year old,1,medium,2,high-rise
sector 112,6.5,3800.0,3,5,3+,1 to 5 year old,1,high,2,high-rise
sector 99,2.25,2365.0,4,4,3+,1 to 5 year old,0,medium,2,mid-rise
sector 103,2.75,2875.0,4,6,3+,1 to 5 year old,1,high,1,mid-rise
sector 103,1.9,2000.0,3,3,3+,1 to 5 year old,1,high,1,mid-rise
sector 104,2.75,2290.0,3,3,3,1 to 5 year old,1,medium,1,high-rise
sector 106,2.9,1855.0,3,3,3,0 to 1 year old,0,high,1,high-rise
sector 104,3.55,3150.0,4,4,3+,1 to 5 year old,1,high,1,high-rise
sector 103,1.8,1900.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 104,3.75,3150.0,4,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 109,1.7,2177.0,3,3,2,1 to 5 year old,1,high,1,mid-rise
sector 85,4.5,3950.0,4,6,3,1 to 5 year old,1,high,5,high-rise
sector 109,2.28,1745.0,3,3,3,1 to 5 year old,0,medium,1,high-rise
sector 68,1.45,1245.0,2,2,3,0 to 1 year old,0,medium,1,high-rise
sector 65,3.44,2911.0,3,3,3,1 to 5 year old,1,medium,0,high-rise
sector 65,2.5,1433.0,2,2,3,0 to 1 year old,0,high,4,high-rise
sector 65,7.5,3799.0,3,3,3,5 to 10 year old,1,high,3,mid-rise
sector 65,3.19,1932.0,3,3,2,0 to 1 year old,1,medium,0,high-rise
sector 65,7.5,3844.0,3,4,3+,5 to 10 year old,1,high,3,mid-rise
sector 37d,1.8,1640.0,3,2,3,1 to 5 year old,0,high,2,mid-rise
sector 72,4.35,2185.0,3,4,3+,1 to 5 year old,1,medium,3,high-rise
sector 61,3.15,1795.0,3,3,3,1 to 5 year old,0,high,1,high-rise
sector 92,2.72,2325.0,4,4,2,1 to 5 year old,1,medium,2,mid-rise
sector 86,2.3,1929.0,3,3,1,1 to 5 year old,0,medium,1,mid-rise
sector 65,7.2,2875.0,4,5,3+,1 to 5 year old,1,high,1,high-rise
sector 111,3.1,1700.0,3,3,1,1 to 5 year old,0,high,2,mid-rise
sector 108,2.28,2003.0,3,4,3+,1 to 5 year old,0,high,2,mid-rise
sector 42,13.0,4684.0,4,4,3+,10+ year old,0,medium,0,mid-rise
sector 108,2.75,1381.0,2,2,2,1 to 5 year old,0,medium,1,high-rise
sector 90,2.4,2475.0,4,5,2,0 to 1 year old,1,medium,2,mid-rise
sector 66,2.85,1920.0,3,4,2,1 to 5 year old,1,medium,1,mid-rise
sector 66,2.85,1920.0,3,4,2,1 to 5 year old,1,medium,1,mid-rise
sector 66,4.5,2200.0,3,4,3+,5 to 10 year old,1,high,2,mid-rise
sector 67,4.35,2685.0,4,5,3+,5 to 10 year old,1,medium,2,mid-rise
sector 50,1.7,1040.0,2,2,1,10+ year old,0,high,2,mid-rise
sector 47,3.25,2027.0,3,4,3+,10+ year old,1,medium,2,mid-rise
sector 48,4.1,2195.0,4,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 70,1.45,1137.0,3,2,2,5 to 10 year old,0,medium,1,mid-rise
sector 48,2.9,2285.0,3,3,3+,5 to 10 year old,1,high,1,mid-rise
sector 48,2.9,2285.0,3,3,3+,10+ year old,1,medium,2,mid-rise
sector 48,2.6,1945.0,3,3,3,5 to 10 year old,0,high,1,mid-rise
sector 48,2.6,1945.0,3,3,3+,10+ year old,0,medium,2,mid-rise
block c,5.75,3618.0,4,4,2,0 to 1 year old,1,medium,3,low-rise
sector 81,4.1,3185.0,4,5,2,1 to 5 year old,1,high,2,mid-rise
sector 50,1.68,1040.0,2,2,1,5 to 10 year old,0,medium,2,mid-rise
sector 83,1.08,1050.0,2,2,3,5 to 10 year old,0,high,1,mid-rise
sector 37d,1.1,1380.0,2,2,3,1 to 5 year old,0,high,2,mid-rise
sector 66,4.3,2410.0,4,5,3+,5 to 10 year old,1,high,3,mid-rise
sector 95a,0.585,730.2633999999999,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 79,2.45,2015.0,3,3,2,0 to 1 year old,0,medium,1,mid-rise
sector 84,1.5,2025.0,3,3,3+,5 to 10 year old,1,medium,1,mid-rise
sector 84,1.81,1750.0,3,3,3+,5 to 10 year old,0,medium,1,mid-rise
sector 84,2.2,2275.0,3,3,3+,5 to 10 year old,1,high,1,mid-rise
sector 92,1.9,2226.0,4,4,2,1 to 5 year old,1,medium,2,mid-rise
sector 92,1.95,2093.0,4,4,3,1 to 5 year old,1,medium,1,mid-rise
sector 83,1.1,1161.25,2,2,2,5 to 10 year old,0,medium,0,low-rise
sector 92,1.4,1882.92,3,2,2,0 to 1 year old,0,high,1,mid-rise
sector 92,1.5,2162.66,3,3,3+,0 to 1 year old,0,medium,1,mid-rise
sector 92,1.51,2162.66,3,3,3+,0 to 1 year old,0,high,1,mid-rise
sector 104,3.6,2450.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 106,2.3,2355.0,4,6,3+,1 to 5 year old,1,high,2,high-rise
sector 102,2.55,1889.0,3,4,3,1 to 5 year old,1,high,2,high-rise
sector 102,2.5,2025.0,3,4,3+,1 to 5 year old,1,high,2,mid-rise
sector 110,5.0,3400.0,4,5,3+,1 to 5 year old,1,medium,3,mid-rise
sector 66,5.4,2410.0,4,4,3,5 to 10 year old,1,high,3,mid-rise
sector 108,1.9,1758.0,3,4,3+,1 to 5 year old,1,high,2,mid-rise
sector 108,1.95,1758.0,3,3,3+,1 to 5 year old,1,high,2,mid-rise
sector 107,1.85,1943.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 107,2.15,2361.0,3,4,3+,1 to 5 year old,1,high,2,mid-rise
sector 66,4.45,2410.0,4,4,3+,5 to 10 year old,1,high,3,mid-rise
sector 65,12.75,4995.0,4,6,3+,1 to 5 year old,1,high,2,mid-rise
sector 109,2.1,1750.0,3,3,3+,1 to 5 year old,0,medium,2,high-rise
sector 72,5.0,2550.0,3,3,3+,1 to 5 year old,1,high,2,high-rise
sector 57,3.7,2587.0,3,4,3,1 to 5 year old,1,high,3,mid-rise
sector 70,2.6,1950.0,3,4,3,0 to 1 year old,1,medium,0,mid-rise
sector 65,11.03,5625.0,4,5,3,5 to 10 year old,1,medium,3,mid-rise
dlf phase 4,3.45,2125.0,3,3,2,10+ year old,1,medium,2,mid-rise
sector 82,1.6,1428.08,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 51,3.2,2450.0,4,4,3+,5 to 10 year old,0,medium,2,mid-rise
sector 56,2.23,2050.0,2,3,3+,10+ year old,1,medium,2,mid-rise
sector 86,2.15,1480.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 110,5.75,3880.0,5,5,3+,1 to 5 year old,1,high,3,mid-rise
sector 56,2.5,2300.0,3,5,3+,10+ year old,1,medium,2,mid-rise
sector 110,5.28,3880.0,5,5,3+,1 to 5 year old,1,high,0,mid-rise
sector 90,2.75,2727.0,4,4,3+,5 to 10 year old,1,high,3,mid-rise
sector 113,3.15,2217.0,3,3,3,1 to 5 year old,1,medium,1,high-rise
sector 77,1.85,1450.0,3,4,3,1 to 5 year old,1,medium,1,mid-rise
sector 79,2.55,2050.0,3,3,2,0 to 1 year old,0,medium,1,mid-rise
sector 70,4.22,2845.0,4,6,3+,1 to 5 year old,1,high,2,mid-rise
sector 86,2.3,1929.0,3,3,1,1 to 5 year old,0,high,2,mid-rise
sector 77,2.75,2025.0,3,3,3,1 to 5 year old,1,high,1,high-rise
sector 77,2.2,2000.0,3,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 1a imt manesar,1.65,2359.0,4,5,3,1 to 5 year old,1,high,1,mid-rise
sector 65,2.8,1516.0,2,2,3,5 to 10 year old,0,medium,1,high-rise
sector 65,3.77,2040.0,3,4,3,1 to 5 year old,1,medium,1,high-rise
sector 65,3.88,2040.0,3,4,3,5 to 10 year old,1,medium,0,high-rise
sector 65,3.57,1932.0,3,3,2,5 to 10 year old,1,medium,1,high-rise
sector 65,3.47,1850.0,3,3,3,5 to 10 year old,0,medium,1,high-rise
sector 72,6.0,3300.0,4,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 65,8.5,3898.0,4,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 86,2.1,1930.0,3,3,3,5 to 10 year old,1,high,1,mid-rise
sector 66,3.05,1920.0,3,4,3,1 to 5 year old,1,high,1,mid-rise
sector 37d,1.05,1310.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 86,2.33,1929.0,3,3,1,1 to 5 year old,0,medium,2,mid-rise
sector 102,2.5,1852.0,3,3,3,1 to 5 year old,0,medium,0,high-rise
sector 102,1.75,1215.0,2,2,3,1 to 5 year old,0,medium,0,high-rise
sector 56,2.85,3479.0,4,3,3+,5 to 10 year old,0,medium,2,mid-rise
palam vihar,1.55,1874.4,3,2,1,0 to 1 year old,0,medium,2,low-rise
sector 77,2.79,2025.0,3,3,3,1 to 5 year old,1,medium,1,high-rise
sector 77,2.4,2000.0,3,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 106,3.1,1855.0,3,3,3+,1 to 5 year old,0,high,1,high-rise
sector 102,2.65,1852.0,3,3,3,1 to 5 year old,0,medium,2,high-rise
sector 60,5.89,2800.0,4,4,3,5 to 10 year old,1,medium,0,high-rise
sector 102,2.95,2162.0,4,4,3+,1 to 5 year old,0,medium,2,high-rise
sector 106,2.75,2318.75,3,3,3,0 to 1 year old,0,medium,1,mid-rise
sector 102,2.46,2025.0,3,3,3+,1 to 5 year old,1,high,1,mid-rise
nirvana country,3.25,2050.0,3,4,2,5 to 10 year old,1,high,2,mid-rise
sector 106,1.42,1385.0,2,2,3+,1 to 5 year old,0,high,2,high-rise
sector 70a,0.69,1000.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 65,2.3,1250.0,2,2,3,1 to 5 year old,0,high,1,high-rise
sector 22,7.16,3976.0,4,6,3+,1 to 5 year old,1,medium,2,mid-rise
sector 68,2.4,1750.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 110 a,1.99,1615.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 70a,2.65,1830.0,3,3,3+,5 to 10 year old,1,high,1,mid-rise
sector 65,3.75,1932.0,3,3,3+,0 to 1 year old,1,high,1,high-rise
sector 49,2.45,1773.0,3,3,3+,5 to 10 year old,0,medium,1,mid-rise
sector 86,2.0,1930.0,3,3,3,1 to 5 year old,1,medium,2,mid-rise
sector 86,2.35,2364.0,4,4,3,1 to 5 year old,1,medium,3,mid-rise
sector 102,1.88,2343.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 102,3.15,2982.0,4,4,3+,1 to 5 year old,0,medium,2,high-rise
sector 63a,4.25,2557.0,3,4,3,0 to 1 year old,1,medium,2,low-rise
sector 91,1.8,1862.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 85,1.72,1975.0,4,4,3,5 to 10 year old,0,medium,2,mid-rise
sector 47,2.26,2360.0,4,4,3+,10+ year old,0,medium,2,mid-rise
sector 37d,1.7,1775.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 93,0.62,856.26,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 107,1.2,1366.0,2,2,3+,1 to 5 year old,0,medium,1,mid-rise
sector 86,0.65,814.4268,2,2,1,0 to 1 year old,0,medium,3,mid-rise
sector 81,3.78,2660.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 70a,3.75,2525.0,4,5,3,5 to 10 year old,1,high,2,mid-rise
sector 37d,2.1,1811.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 48,3.85,1418.0,2,2,1,5 to 10 year old,0,medium,1,mid-rise
sector 81,1.5,1360.0,2,2,3+,1 to 5 year old,0,high,1,mid-rise
sector 112,5.8,2873.0,3,5,2,1 to 5 year old,1,medium,3,high-rise
sector 37c,1.63,2035.0,3,5,3+,0 to 1 year old,1,medium,2,high-rise
sector 109,4.7,5000.0,5,7,3+,5 to 10 year old,1,medium,4,mid-rise
sector 109,1.9,1880.0,3,2,3,5 to 10 year old,0,high,1,mid-rise
suncity,4.15,1836.0,3,4,3,0 to 1 year old,1,high,1,mid-rise
sector 104,4.7,3150.0,4,5,3+,1 to 5 year old,1,high,1,high-rise
sector 66,4.3,2415.0,4,4,3,5 to 10 year old,1,high,1,mid-rise
sector 59,5.3,2295.0,3,3,3+,1 to 5 year old,1,medium,2,high-rise
sector 37d,1.15,1380.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 70a,0.725,887.5,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 81,1.55,1360.0,2,2,2,1 to 5 year old,0,high,1,mid-rise
sector 103,2.9,2875.0,4,5,3+,1 to 5 year old,1,medium,2,mid-rise
sector 112,4.0,2441.0,2,2,2,1 to 5 year old,0,medium,1,high-rise
sector 77,7.59,4000.0,4,4,3+,under construction,0,medium,3,high-rise
